country,year,area_square_kilometres,total_population,population_density_pers_per_sq_km,population_aged_0_14_male,population_aged_0_14_female,population_aged_15_64_male,population_aged_15_64_female,population_aged_64_male,population_aged_64_female,total_population_male,total_population_female,life_expectancy_at_birth_women,life_expectancy_at_birth_men,life_expectancy_at_age_65_women,life_expectancy_at_age_65_men,total_fertility_rate,adolescent_fertility_rate,mean_age_of_women_at_birth_of_first_child,computer_use_16_24_male,computer_use_16_24_female,computer_use_25_54_male,computer_use_25_54_female,computer_use_55_74_male,computer_use_55_74_female,women_in_the_labour_force_percent_of_corresponding_total_for_both_sexes,female_part_time_employment_percent_of_both_sexes,gender_pay_gap_in_monthly_earnings,gender_pay_gap_in_hourly_earning_wage_rate,female_tertiary_students_percent_of_total,women_researchers_percent_of_corresponding_total_for_both_sexes,female_legislators_senior_officials_and_managers_percent_of_total,female_professionals_percent_of_total_for_both_sexes,female_clerks_percent_of_total_for_both_sexes,female_craft_and_related_workers_percent_of_total_for_both_sexes,female_plant_and_machine_operators_and_assemblers_percent_of_total_for_both_sexes,female_government_ministers_percent_of_total,female_members_of_parliament_percent_of_total,female_ambassadors_percent_of_total,female_judges_percent_of_total,women_percent_of_all_victims_of_homicides,total_employment_growth_rate,unemployment_rate,youth_unemployment_rate,economic_acivity_rate_women_15_64,economic_activity_rate_men_15_64,gdp_at_current_prices_and_ppps_millions_of_us,gdp_at_current_prices_millions_of_ncus,gdp_per_capita_at_current_prices_and_ppps_us,gdp_per_capita_at_current_prices_ncus,final_consumption_expenditure_per_capita_us_dollars_current_ppps,purchasing_power_parity_ppp_ncu_per_us,exchange_rate_xr_ncu_per_us,consumer_price_index_growth_rate,export_of_goods_and_services_per_cent_of_gdp,import_of_goods_and_services_per_cent_of_gdp,external_balance_on_goods_and_services_per_cent_of_gdp,gdp_in_agriculture_isic4_a_output_approach_index_2005_100,gdp_in_industry_incl_construction_isic4_b_f_output_approach_index_2005_100,gdp_in_services_isic4_g_u_output_approach_index_2005_100,gdp_in_agriculture_etc_isic4_a_output_approach_per_cent_share_of_gva,gdp_in_industry_etc_isic4_b_e_output_approach_per_cent_share_of_gva,gdp_in_construction_isic4_f_output_approach_per_cent_share_of_gva,gdp_in_trade_hospitality_transport_and_communication_isic4_g_j_output_approach_per_cent_share_of_gva,gdp_in_finance_and_business_services_isic4_k_n_output_approach_per_cent_share_of_gva,gdp_in_public_administration_education_and_health_isic4_o_q_output_approach_per_cent_share_of_gva,gdp_in_other_service_activities_isic4_r_u_output_approach_per_cent_share_of_gva,employment_in_agriculture_hunting_forestry_and_fishing_isic_rev_4_a_share_of_total_employment,employment_in_industry_and_energy_isic_rev_4_b_e_share_of_total_employment,employment_in_construction_isic_rev_4_f_share_of_total_employment,employment_in_trade_hotels_restaurants_transport_and_communications_isic_rev_4_g_j_share_of_total_employment,employment_in_finance_real_estate_and_business_services_isic_rev_4_k_n_share_of_total_employment,employment_in_public_administration_education_and_health_isic_rev_4_o_q_share_of_total_employment,employment_in_other_service_activities_isic_rev_4_r_u_share_of_total_employment,persons_killed_in_road_accidents,persons_injured_in_road_accidents,total_length_of_motorways_km,total_length_of_railway_lines_km
Netherlands,2015,41526,,,,,,,,,,,,,,,,,29.6,95,98,94,95,87,86,46.31626,70.01776,,,,,26.01642,47.08355,61.05518,7.69993,10.77242,41.66667,37.33333,28.44828,56.47009,,0.92986,6.9,11.3,,,818257.24635,676531,48326.08353,39955.76423,33803.20721,0.8268,0.90166,0.60044,82.46333,71.68378,10.77955,112.06075,98.38582,117.68787,1.80387,15.41375,4.61422,25.83621,27.92617,21.76472,2.64107,2.1838,9.4859,5.19791,27.88899,23.78298,27.2293,4.21975,,,,
Netherlands,2016,41526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.33333,,,,,6,,,,,,,,,,0.90404,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2000,323759,4490966.5,13.87133,461278.5,437295.5,1479902,1431561.5,283040,397889,49.52654,50.47346,81.5,76,19.9,16.1,1.85,11.73806,27.3,,,,,,,46.70379,77.21048,16.51055,17,59.2479,,24.98671,42.08068,72.17899,6.56753,15.58727,42.10526,36.36364,,,,0.60711,3.2,11.1,75.84026,83.34336,165220.49454,1507886,36789.24394,335757.29236,22606.67452,9.12651,8.80232,3.08492,45.71407,28.90769,16.80638,84.40272,93.97484,89.16305,2.06693,37.46062,3.91707,20.76851,15.21771,18.40009,2.16908,4.13793,14.26724,5.81897,28.96552,10.12931,33.27586,3.40517,341,11662,144,4179
Norway,2001,323759,4513751,13.9417,464158.5,440207,1490571.5,1441490.5,281887.5,395436,49.55119,50.44881,81.6,76.2,19.9,16.2,1.78,11.03821,27.5,,,,,,,46.82147,76.94397,16.67293,17,59.64813,28.6414,25.20479,39.86512,67.87023,6.74847,18.04469,42.10526,36.36364,,26.78571,,0.34483,3.4,12.2,75.87979,82.82729,170570.45932,1564585,37786.987,346607.22198,23759.41776,9.17266,8.9906,3.01844,44.95429,28.31211,16.64218,82.35474,95.49046,90.9505,1.79842,35.74529,4.10788,21.31234,15.80448,19.04999,2.18159,3.90893,13.96048,5.92784,28.99485,10.13746,33.80584,3.30756,275,11522,143,4178
Norway,2002,323759,4538159,14.01709,466058,442256,1501533,1453613.5,281429.5,393269,49.55799,50.44201,81.6,76.4,19.8,16.2,1.75,10.06039,27.7,,,,,,,47.26907,78.03333,16.06492,16,59.73634,,27.53129,41.51167,68.76697,6.69876,16.43757,42.10526,36.36364,,,,0.3866,3.7,13,76.61596,82.56895,171238.10212,1560181,37734.26666,343803.658,25050.92912,9.11118,7.98379,1.28632,40.39499,27.25203,13.14296,89.48363,96.35026,91.82859,1.72457,33.19286,4.49634,21.2988,16.68869,20.19369,2.40505,3.76551,13.77835,6.07617,28.96876,10.26958,33.80402,3.33761,310,12395,173,4077
Norway,2003,323759,4564854.5,14.09954,467053,443379,1513504.5,1466950.5,282020.5,391947,49.56517,50.43483,82.1,77.1,20.3,16.8,1.8,9.06203,27.9,94,99,92,86,56,43,47.2026,73.93884,15.73703,16,59.58381,29.2795,28.44626,41.03294,67.15247,6.63968,15.95622,42.10526,36.36364,,,,-1.19812,4.2,11.9,74.9105,80.96441,178011.98175,1619613,38994.95767,354789.26616,26400.52531,9.09834,7.07773,2.47758,39.64855,26.93514,12.71341,87.84018,96.60702,92.9539,1.4769,33.1428,4.56302,20.66404,17.37953,20.46091,2.3128,3.63794,13.46903,6.58294,28.5838,10.26418,34.30056,3.20485,280,11851,,4077
Norway,2004,323759,4591910,14.18311,466644.5,443282.5,1525864.5,1480079,284050.5,391989,49.57762,50.42238,82.5,77.6,20.7,17.1,1.83,8.15849,28,96,97,88,87,59,44,47.35069,73.4382,15.34898,16,59.57558,,29.17661,43.4033,65.62137,5.40759,15.59239,42.10526,36.36364,,,,0.64963,4.3,12.8,74.77979,80.41998,198288.82266,1781981,43181.36382,388062.06446,28137.8534,8.9868,6.74063,0.46509,41.11486,27.93414,13.18072,97.79801,99.51981,96.42185,1.56237,34.7091,4.72706,20.01638,17.17503,19.59724,2.21283,3.48537,12.99484,6.66954,28.74355,10.24096,34.59552,3.27022,257,12121,193,4077
Norway,2005,323759,4623291,14.28004,465513.5,442551,1540428.5,1494703.5,287083.5,393011,49.59726,50.40274,82.7,77.8,20.9,17.2,1.84,8.04388,28.1,99,98,93,91,66,44,47.1431,74.08617,15.29118,16,59.74775,31.62358,30.39151,44.12639,65.10638,5.35642,15.19435,42.10526,38.18182,,,,1.29088,4.5,11.5,74.14848,80.39971,223566.23154,1988942,48359.5569,430227.55786,29696.08955,8.89643,6.44255,1.52323,43.42535,27.42544,15.99991,100,100,100,1.57391,37.8318,4.74698,19.01622,16.42006,18.38514,2.02589,3.27103,13.08411,6.92438,28.71708,10.4503,34.23959,3.27103,224,11214,264,4114
Norway,2006,323759,4660676.5,14.39551,464481.5,441889.5,1559117,1511155.5,290286,393747,49.64697,50.35303,82.9,78.2,20.8,17.7,1.9,8.71339,28.1,99,100,94,92,65,56,47.15904,74.43587,15.36178,16,60.24615,,33.17308,44.18773,63.9759,5.30361,15.77082,47.36842,37.86982,,,,3.39847,3.4,8.7,74.8103,80.77008,254891.03246,2215312,54685.91128,475286.84832,32203.21898,8.69121,6.41272,2.33122,44.66481,27.72386,16.94095,103.79545,97.74821,105.03873,1.57494,39.48269,4.99607,18.51209,15.89677,17.61105,1.92639,3.12243,13.43468,7.27198,27.97864,11.13394,33.97699,3.12243,242,11126,271,4114
Norway,2007,323759,4709152.5,14.54524,464403,442251,1583977.5,1529068.5,294358.5,395094,49.74863,50.25137,82.9,78.3,20.8,17.4,1.9,9.09184,28.1,98,99,97,96,75,65,47.32014,74.12812,15.71594,15.6,60.83311,33.53256,31.5565,45.79946,62.22617,5.541,15.70062,47.36842,37.86982,,,,4.14955,2.5,7.4,75.88934,81.11226,267748.71652,2349861,56858.93322,499014.86515,33714.79288,8.77637,5.86113,0.72991,43.30422,29.88973,13.4145,111.19674,96.94626,110.42566,1.39752,36.32783,5.57737,19.34079,17.24209,18.17626,1.93813,2.87968,13.45168,7.61341,27.73176,11.63708,33.37278,3.31361,233,12082,239,4114
Norway,2008,323759,4768211.5,14.72766,465920.5,443876,1610989.5,1548365.5,300461.5,398598.5,49.85877,50.14123,83.2,78.4,21,17.6,1.96,9.29744,28.1,100,100,96,95,75,69,47.27273,73.06606,16.07629,17,61.07204,34.07858,31.51233,47.05152,63.81008,5.15961,15.70652,47.36842,36.09467,,,,3.23471,2.5,7.5,77.23629,82.37173,297687.01787,2605380,62434.35778,546430.36913,35604.36806,8.75208,5.63818,3.76421,45.94685,28.99166,16.95519,115.95183,96.19566,112.1441,1.25421,39.51464,5.28859,18.04251,16.39794,17.7139,1.78821,2.75124,13.37409,7.60413,27.66527,11.99847,33.12954,3.47726,255,10868,253,4114
Norway,2009,323759,4828725.5,14.91457,468733.5,446237,1632830,1567182.5,309339,404403.5,49.92834,50.07166,83.2,78.7,21.1,18,1.98,9.50128,28.1,100,99,96,96,85,68,47.37352,72.11714,15.34392,16.5,60.81102,35.23078,34.01721,45.95142,62.86722,5.235,13.63377,52.63158,36.09467,,,,-0.45854,3.2,9.2,76.35358,80.85961,271216.9656,2429698,56164.20907,503147.23545,35898.86885,8.9585,6.28741,2.16736,39.21603,27.9152,11.30083,117.60965,92.71189,111.80735,1.45627,32.81434,5.60133,18.88785,18.67595,20.55704,2.00723,2.68714,13.05182,7.29367,27.4856,11.8618,34.0499,3.60845,212,9844,344,3910
Norway,2010,323759,4889252,15.10152,471156.5,448560.5,1652336.5,1584740.5,320307.5,412150.5,49.98312,50.01688,83.3,79,21.2,18,1.95,8.43394,28.1,99,100,99,98,85,75,47.14506,71.60963,15.01272,16.1,60.3396,35.73056,34.39837,45.42093,62.79343,4.09543,13.13416,52.63158,39.64497,,,,-0.53743,3.6,9.3,75.40036,80.34683,287551.2995,2590089,58815.97453,529778.89139,37297.85642,9.0074,6.04262,2.39956,39.81979,28.58979,11.23,126.98363,90.15462,114.09238,1.76245,33.72383,5.34117,18.702,18.06609,20.43953,1.96493,2.70166,12.77499,7.21729,27.24817,11.73292,34.73562,3.58935,208,9130,381,3958
Norway,2011,323759,4953087.5,15.29869,472577,450065,1674137,1601180,333146,421982.5,50.06695,49.93305,83.6,79.1,21.4,18.2,1.88,7.10319,28.3,99,100,98,98,83,78,47.3642,72.30185,14.70588,15.7,60.10981,36.20387,31.45796,54.04779,61.4711,4.7205,13.36516,52.63158,39.64497,,40.28891,,1.50521,3.3,8.7,75.61923,79.64701,310740.29918,2791973,62737.79511,563693.31718,38472.23513,8.98491,5.60463,1.3025,41.337,28.49501,12.84199,131.79589,88.87222,116.34104,1.50393,36.00017,5.41223,17.64971,17.42219,20.14174,1.87002,2.69962,12.6616,7.37643,26.84411,11.8251,34.98099,3.57414,168,8363,393,3910
Norway,2012,323759,5018572.5,15.50095,473999,451480.5,1696549.5,1617229.5,346841,432473,50.16147,49.83853,83.5,79.5,21,18.3,1.85,6.0344,28.5,100,100,97,99,90,81,47.06984,71.01849,13.53919,14.7,58.80994,36.20125,32.22417,53.89534,61.65803,4.71811,14.84284,52.63158,39.64497,,40.74771,,2.05323,3.2,8.5,75.69736,80.42206,328213.85158,2965208,65394.27208,590796.57302,39593.39906,9.03438,5.81745,0.70663,40.61607,27.68936,12.92672,138.39873,90.40769,120.26421,1.2584,35.34975,5.75231,17.49409,18.1369,20.18241,1.82615,2.60805,12.70492,7.63785,26.6766,11.99702,34.83607,3.50224,145,8195,392,3891
Norway,2013,323759,5079622.5,15.68952,475771.5,453321,1715946.5,1632895.5,359739.5,441948.5,50.22927,49.77073,83.8,79.8,21.4,18.5,1.78,5.64814,28.6,100,100,99,98,89,81,47.20098,70.75224,14.18764,15.5,57.83003,36.94738,32.87356,54.37225,60.72289,5.2442,13.55932,50,39.64497,,41.55727,,1.08048,3.5,9.1,75.89585,79.95587,339406.05317,3071134,66812.21519,604553.93701,41013.14372,9.04855,5.87537,2.13197,39.19536,28.50872,10.68664,132.77365,89.62824,123.03007,1.46947,34.04685,5.76988,17.62913,18.71788,20.53977,1.82702,2.54331,12.79027,7.77737,26.50203,11.97936,34.90601,3.4648,187,6841,,
Norway,2014,323759,5137231.5,15.86746,477058.5,454610,1733858,1648168,372188,451349,50.28203,49.71797,84.2,80.1,21.6,18.8,1.75,5.0171,28.7,98,100,99,99,91,82,47.19997,70.34651,13.58575,14.5,,37.43128,35.54186,58.51648,62.80074,5.5102,12.76471,44.44444,39.64497,,43.06681,,1.21637,3.5,7.9,75.84785,79.6259,336057.82679,3140371,65419.0825,611323.92447,41180.92612,9.34473,6.30165,2.02668,38.8606,29.95735,8.90325,141.90772,90.90786,125.60153,1.61394,32.1027,5.96451,18.034,19.11315,21.28214,1.88955,2.51275,12.74581,7.86599,26.54771,11.90823,34.92353,3.45958,,,,
Norway,2015,323759,,,,,,,,,,,,,,,,,28.9,96,97,98,96,90,88,47.04305,68.25575,13.85281,,,,36.01966,58.4741,63.14449,5.65041,12.40876,44.44444,39.64497,,,,0.25492,4.4,9.9,,,317973.15729,3117433,61254.70185,600545.75226,40646.03553,9.80408,8.06267,2.17299,37.38592,31.96033,5.42559,145.99681,92.21701,127.71963,1.81323,28.25925,6.38873,19.29667,19.57858,22.62988,2.03366,2.50636,12.24119,8.02761,26.6255,11.9506,35.19797,3.4871,,,,
Norway,2016,323759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.64497,,,,,,,,,,,,,,,8.39977,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2000,312685,38258629,122.35518,3808020,3630168,12963792.5,13171725.5,1770756.5,2914166.5,48.46637,51.53363,78.1,69.6,17.5,13.5,1.37,16.95682,24.52,,,,,,,46.17584,56.25081,,,58.02257,38.06824,32.53556,62.92567,73.51887,17.33963,12.16804,4.7619,13.04348,,63.65927,,,16.1,35.7,59.66265,70.20554,405843.68136,747032,10608.62822,19527.18528,8667.34662,1.84069,4.34536,10.05991,27.22895,33.56175,-6.33279,82.03387,85.92664,,,,,,,,,20.22168,24.3721,4.57958,20.30159,6.79016,21.17851,2.55638,6294,71638,358,22560
Poland,2001,312685,38248076,122.32143,3669604,3497233.5,13057760,13255157,1803887,2964434.5,48.45015,51.54985,78.49,70.05,17.7,13.7,1.31,15.82095,24.78,,,,,,,46.33043,55.91272,18.15518,,57.89905,,29.78529,62.66359,74.28252,17.17776,11.62493,4.7619,13.04348,,63.62911,,-2.21677,18.3,39.2,59.96383,70.14833,419477.84091,779975,10966.45423,20390.97017,9108.46644,1.85939,4.09692,5.49347,27.22985,30.84535,-3.6155,88.76667,85.06603,,,,,,,,,19.14504,23.76363,6.70105,21.87139,6.81799,19.26128,2.43963,5534,68195,398,21119
Poland,2002,312685,38230364,122.26478,3544364,3377380,13136101,13323247.5,1835491,3013780.5,48.43259,51.56741,78.88,70.38,18,13.9,1.25,15.15869,25,,,,,,,46.08496,57.49711,16.87464,7.5,57.81316,,31.0789,61.70354,75.45628,16.75642,12.16962,11.11111,20.21739,,63.79444,,-3.01871,20,41.6,58.60583,69.46962,443177.26056,810617.3,11591.78857,21202.58684,9848.68161,1.8291,4.07996,1.89777,28.75821,32.16623,-3.40802,90.67124,83.75414,91.41329,3.05454,22.86505,7.43431,31.08428,16.80576,16.35176,2.4043,19.33054,22.46864,6.14036,22.03933,7.18639,20.20223,2.63252,5826,67502,405,21073
Poland,2003,312685,38204569.5,122.18229,3427433.5,3264784,13207273,13385582,1861883,3057614,48.4146,51.5854,78.91,70.53,18,13.9,1.22,14.5014,25.26,,,,,,,45.99498,58.32978,,,57.5513,39.25047,33.29689,60.531,72.77439,17.95061,13.08813,10.52632,20.21739,,63.62389,,-1.16371,19.8,41.4,57.26535,68.08067,460175.47954,845930,12048.05549,22147.66331,10099.02868,1.83828,3.89058,0.78795,33.3913,36.04601,-2.65471,93.52769,88.43041,93.47287,2.93016,24.40383,6.84098,30.16901,16.83675,16.44613,2.37314,18.41527,22.70673,5.85693,22.10332,7.17178,20.94575,2.80021,5642,63905,405,19900
Poland,2004,312685,38182221.5,122.11082,3318940,3159764,13273580,13445141.5,1885821.5,3098974.5,48.39515,51.60485,79.28,70.67,18.3,14.2,1.23,13.75574,25.54,79,76,37,40,14,9,45.62311,57.79275,16.37865,,57.50828,38.945,32.75352,59.85533,70.41284,17.80816,14.57193,5.26316,20.21739,,63.29438,,1.13332,19.1,40.1,56.53492,68.10672,501352.32579,933061.8,13131.28145,24438.4966,10827.12922,1.86109,3.65219,3.57796,34.26483,36.94836,-2.68353,101.62715,95.81016,96.90471,3.69288,25.51878,7.23188,29.73653,16.11835,15.54029,2.16128,17.9451,23.29382,5.79493,22.84689,7.46568,19.93416,2.71942,5712,64667,552,20250
Poland,2005,312685,38165445,122.05717,3219553,3063653,13333803,13501388,1908698,3138350,48.37374,51.62626,79.42,70.81,18.5,14.3,1.24,13.4677,25.79,85,84,44,47,14,11,45.44549,59.07717,,,57.40017,39.26028,32.7962,64.70754,68.27586,16.08802,13.02,5.55556,20.21739,,63.26448,,2.1562,17.9,36.9,56.90008,68.93232,529912.53619,990468,13886.23297,25954.98022,11268.75121,1.86912,3.23516,2.10457,34.6097,35.66526,-1.05556,100,100,100,3.29787,25.17415,7.62958,29.77943,16.46581,15.30501,2.34814,17.26257,23.57402,5.97496,22.85125,7.62325,20.01423,2.69972,5444,61196,552,20253
Poland,2006,312685,38141267,121.97984,3129315.5,2976452,13384563.5,13554769.5,1926436,3169730.5,48.34741,51.65259,79.75,71,18.8,14.5,1.27,13.88239,25.6,88,88,51,52,16,10,45.1951,59.60958,17.83943,7.5,57.37459,39.49717,35.34688,64.57297,67.68724,15.58712,12.31577,18.18182,20.43478,,63.11426,,3.1792,13.9,29.8,55.71102,68.19124,580098.79569,1069824,15212.91293,28055.80615,12226.16949,1.84421,3.10446,1.11652,37.86399,39.92741,-2.06342,94.46398,109.63656,104.89132,3.04577,25.3956,7.72514,29.84502,16.47553,15.22023,2.2927,15.6944,23.8984,6.30727,23.27512,7.73171,20.13734,2.95576,5243,59121,663,20176
Poland,2007,312685,38120560,121.91362,3056259,2905360,13427921,13607077,1934958,3188985,48.31812,51.68188,79.88,71.04,18.9,14.6,1.31,14.74079,25.8,91,90,55,57,18,13,45.2326,60.79618,,14.9,57.581,39.88323,36.22307,64.24962,65.94623,15.40371,13.77479,,20.43478,,63.67784,,4.49534,9.6,21.7,55.29623,67.66647,644320.09488,1187605,16904.18971,31157.65033,13240.22628,1.84319,2.76634,2.38782,38.56459,42.09741,-3.53282,98.66156,119.65091,111.33352,3.44481,25.30521,7.88954,29.35032,16.97312,14.8056,2.23139,14.63852,23.97878,6.9082,24.13318,8.2199,19.31591,2.80551,5583,63224,663,20107
Poland,2008,312685,38125758.5,121.93024,3007851.5,2857307.5,13467112.5,13654655.5,1938249.5,3200582,48.29599,51.70401,80,71.3,19.1,14.8,1.39,16.2191,25.9,94,93,59,64,22,16,45.22945,61.83701,18.67628,11.4,57.88694,39.50695,36.12734,64.47607,66.65192,14.54464,14.71893,,20.21739,,63.78302,,3.8005,7.1,17.3,55.61986,68.09032,692734.755,1286069,18174.38228,33740.92245,14609.38441,1.85651,2.40874,4.34807,37.85699,42.89747,-5.04048,96.61129,126.21573,115.53519,2.90207,25.047,8.26334,29.12631,16.9538,15.29819,2.40928,13.96144,24.05812,7.706,24.22021,8.02128,19.18776,2.84517,5437,62097,765,20196
Poland,2009,312685,38079372.5,121.7819,2986725,2837565,13483506.5,13618494,1943350,3209732,48.35579,51.64421,80.1,71.6,19.2,14.8,1.4,16.27637,26.3,95,95,68,69,25,20,45.27987,62.02427,,8,59.17546,39.51918,35.4848,64.67454,67.77313,13.32803,13.71814,,20.21739,,63.76286,,0.3655,8.1,20.6,56.74783,69.05177,735756.52939,1372208,19284.36897,35965.92666,15482.24212,1.86503,3.12101,3.82742,37.18445,38.04146,-0.85701,106.98522,129.17164,118.83875,2.79494,24.97381,8.54767,29.51689,16.33975,15.43188,2.39505,13.27093,22.84571,8.11177,24.40118,8.66657,19.79366,2.91018,4572,56045,849,20360
Poland,2010,312685,38042793.5,121.66491,2980373,2831479.5,13489322.5,13570917,1951273,3219428.5,48.4217,51.5783,80.7,72.2,19.5,15.1,1.41,15.25627,26.6,96,97,71,74,28,21,44.83306,61.77942,15.02376,4.5,59.86606,39.01857,35.64125,64.38378,65.90086,12.4663,13.357,,20,,63.96896,,-2.65431,9.7,23.7,55.86947,68.92044,794580.26195,1445297,20629.3393,37523.61295,16644.74125,1.81894,3.0176,2.70719,40.05516,42.05323,-1.99807,99.69086,139.02671,120.90339,2.91669,24.67559,8.49014,29.63118,16.5017,15.48406,2.30064,13.03748,22.14531,7.94194,24.52782,9.05773,20.2553,3.03442,3908,48953,857,20228
Poland,2011,312685,38063255,121.73035,2966872,2816927.5,13475267,13555817,1986359,3262012.5,48.41545,51.58455,81.1,72.5,19.9,15.4,1.33,13.96796,26.9,98,98,73,77,30,24,44.80976,61.78868,,5.5,59.85591,38.62871,37.98188,62.41388,63.50386,12.18944,13.92994,,20,,63.91659,,0.56603,9.7,25.8,56.19801,69.38786,857325.0673,1566813,22253.15546,40668.97679,17694.91816,1.82756,2.96459,4.25833,42.56347,44.51986,-1.95639,101.76613,151.68145,124.40271,3.2224,25.21257,8.73339,29.01109,16.5632,15.06206,2.19528,12.90458,22.37713,8.0635,24.38848,9.41044,19.96468,2.89119,4189,49506,1070,20228
Poland,2012,312685,38063163.5,121.73006,2951597,2801355.5,13421268.5,13493024,2053829,3342089.5,48.41083,51.58917,81.1,72.6,19.8,15.4,1.33,14.19872,27,96,97,74,78,30,27,44.92125,63.2734,16.68722,6.4,59.81659,38.29214,37.81893,62.00214,64.32992,11.8811,13.76861,21.05263,23.69565,,63.85591,,0.11386,10.1,26.5,56.99908,69.99636,898456.39427,1629392,23315.93902,42284.52795,18524.27109,1.81355,3.25677,3.55687,44.44449,44.88478,-0.44029,92.11048,153.56737,127.67377,3.00722,25.60944,7.96205,29.91991,16.24537,14.81127,2.44475,12.57456,22.32518,7.82687,24.6231,9.5516,20.1675,2.9312,3571,45792,1365,20094
Poland,2013,312685,38040195.5,121.6566,2940525,2790273,13340821.5,13400246,2133682,3434648,48.4094,51.5906,81.2,73,19.9,15.5,1.29,13.69799,27.2,96,98,76,78,32,28,44.88759,63.20902,,7.1,59.37495,37.79183,37.75137,62.44339,64.34833,11.97165,13.31302,,23.69565,,63.87038,,-0.07173,10.3,27.3,57.40193,70.52939,932029.08073,1656842,24207.29003,43032.62168,19140.79234,1.77767,3.16109,1.03427,46.32131,44.37345,1.94786,100.47634,152.94324,130.43185,3.23742,24.85104,7.39096,30.26922,16.82419,15.06217,2.365,11.98088,22.87019,7.39857,24.53149,9.48409,20.71871,3.01608,3357,44059,1482,19328
Poland,2014,312685,38011735,121.56559,2933701,2783056.5,13244804.5,13290300,2222058,3537815,48.40759,51.59241,81.7,73.7,20.4,15.9,1.32,13.11295,27.4,96,98,78,82,36,35,44.95734,63.56269,17.05093,7.7,,37.23337,38.80763,62.40776,62.63651,12.68956,13.20636,,24.34783,,63.50402,,1.72791,9,23.9,58.19583,71.11015,960574.47772,1719704,24960.35957,44686.20725,19516.81637,1.79029,3.15445,0.09167,47.589,46.14748,1.44153,101.16425,161.21011,133.50016,2.94694,25.35523,7.84818,29.1578,17.37072,14.96013,2.36101,11.46971,23.01697,7.20997,24.78736,9.86078,20.64522,3.00998,,,,
Poland,2015,312685,,,,,,,,,,,,,,,,,,98,98,80,83,38,36,44.97156,63.82711,,,,,40.16871,62.07879,60.88925,11.98401,14.30905,,24.13043,,63.33233,,1.51929,7.5,20.8,,,997904.6412,1798302,25949.93216,46763.80185,19840.44208,1.80208,3.77093,-0.85407,49.55091,46.4546,3.09631,94.9172,170.71673,137.80404,2.60231,26.30554,7.8372,29.11546,17.19276,14.68649,2.26024,11.5335,23.02004,7.24045,24.93926,9.84534,20.42329,2.99812,,,,
Poland,2016,312685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3913,,,,,6.3,,,,,,,,,,3.94536,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2000,91982,10289898,111.8686,865734.5,819343.5,3406332,3532985,693237.5,972265.5,48.25416,51.74584,80.4,73.3,19.1,15.4,1.55,21.56138,26.5,,,,,,,45.41557,68.389,,8,57.01323,43.39236,31.09951,54.93791,61.54947,23.5359,22.22997,16.66667,17.3913,,39.18129,35.1803,2.2018,5.1,8.2,63.35153,78.25133,183647.6414,128466.3,17847.36892,12484.69859,14684.34673,0.69953,1.08516,2.84705,28.1909,39.23255,-11.04165,100.87556,103.57623,92.93865,3.54675,20.26277,7.64027,26.24973,19.76059,20.2061,2.33379,12.58742,21.72115,11.49199,21.71143,9.57365,17.90153,5.01283,1897,59696,1482,2814
Portugal,2001,91982,10362721.5,112.66032,863460.5,815730.5,3429075.5,3549181.5,710380,994893.5,48.27801,51.72199,80.7,73.6,19.3,15.7,1.45,20.4772,26.8,,,,,,,45.55294,66.52828,,10,56.79386,43.57542,30.78256,56.74173,60.77826,24.01133,20.10407,10,18.69565,,40.76389,34.3083,1.74995,5.1,8.9,64.30778,78.80258,192632.24476,135827.5,18589.0014,13107.34654,15256.6053,0.70511,1.11728,4.39545,27.42398,37.64009,-10.21612,98.14015,105.74692,95.19339,3.3696,19.76989,7.74167,26.31831,19.90326,20.63884,2.25843,12.70543,21.22458,11.05868,22.68089,9.52751,17.90008,4.90303,1671,56839,1659,2813.7
Portugal,2002,91982,10419630.5,113.27902,864755,816371.5,3440776,3561903.5,722826,1012998.5,48.2585,51.7415,80.8,73.9,19.4,15.7,1.46,20.89626,27,60,50,35,24,9,3,45.69243,65.36826,,8,56.59742,43.98078,29.49735,59.06623,62.35749,22.67095,22.64574,11.76471,19.13043,,42.90682,30.1119,0.38674,6.2,10.5,65.41165,79.92092,201429.46719,142631.4,19331.78502,13688.75965,15904.3066,0.7081,1.06163,3.53526,26.94554,35.21553,-8.26999,102.20893,103.80319,96.70764,3.11011,19.24507,7.5937,26.49371,20.06691,21.10447,2.38603,12.31143,20.49873,11.52754,22.6104,9.5644,18.51307,4.97482,1675,56379,1835,2801
